domain,sentence
nikon,100 % perfect if you put some thought and time into reading the manual before you take the photos .
nikon,i took the camera and just gave it to someone .
nikon,no instructions .
nikon,just point and shoot and the photos were great .
nikon,just imagine if you place a bit of knowledge when you take your photos .
nikon,the memory card fit nicely since i also have a pocket pc and it automatically installed a picture software on my pda wolla .
nikon,my pda becames a digital album .
nikon,i have a 128mb card in it and can shoot over 150 hi res photos .
nikon,if you have to buy a camera on a buget this has got to be the one .
nikon,go get it .
nikon,before they are sold out !
nikon,great camera  i have been using this for several months and got excellent results  simple friendly usage  in many scenes indoor  outdoor  snow  close up macro etc.
nikon,i bought my nikon coolpix4300 about a week ago .
nikon,this is my first digital camera and i can say that i am quite impressed with the features that it has .
nikon,i particularly like the way it aids me in taking my macro shots .
nikon,my friends were impressed with the quality of the pictures i took !
nikon,one downside though is that autofocus does not work well when battery is low .
nikon,i assume this is the case for most cameras since it does not have enough power to do autofocus .
nikon,battery life is ok .
nikon,i plan on buying a second battery and a larger cf for it .
nikon,great camera  and for the price you can t beat it .
nikon,i ve been using it for about 3 months now .
nikon,i found the controls very intuitive and learned how to manuver through the menus quickly .
nikon,the quality is superb .
nikon,the small size is perfect for my little hands  but may perhaps be uncomfortable or awkward for a bigger person .
nikon,we use older versions 880  885 of this model in the office and i find them to produce excellent quality photos .
nikon,the 4300 is a very durable  compact package  and i find nikon to be a brand that i can trust .
nikon,it comes with a 16mb flash card that you will need to upgrade !
