,domain,sentence,aspects
5177,creative,f ) it doesnt look pretty -- spending this kind of cash  you want something that has the asthetics bit down  of course,"['it', 'this kind', 'cash', 'you', 'something', 'that', 'the asthetics', 'course']"
5178,creative,so .. .,[]
5179,creative,im taking mine back tomorrow morning  and getting a nice shiny new ipod instead .,"['i', 'mine']"
5180,creative,do nt waste your time  engery  resources on this thing  just spend a little more for a far more functional ipod .,"['your time', 'engery  resources', 'this thing']"
5181,creative,i bought the zen xtra 30g as a gift .,"['i', 'the zen xtra', 'a gift']"
5182,creative,what a disappointment .,['what a disappointment']
5183,creative,the software failed repeatedly .,['the software']
5184,creative,i could nt load more than one song before the software crashed .,"['i', 'more than one song', 'the software']"
5185,creative,creative labs customer support website is useless .,['creative labs customer support website']
5186,creative,software downloads on the site crashed my pc .,"['software downloads', 'the site', 'my pc']"
5187,creative,creative tech support operators work 9-6 p.m. weekdays - as if i had time during work hours to spend time on this .,"['creative tech support operators', 'i', 'time', 'work hours', 'time', 'this']"
5188,creative,do nt buy this thing .,['this thing']
5189,creative,i just bought this player today and i already love it .,"['i', 'this player', 'i', 'it']"
5190,creative,it has a few inconveniences : one is that the songs do not automatically play one after another like on a cd .,"['it', 'a few inconveniences', 'the songs', 'another', 'a cd']"
5191,creative,another irriation is that if you hold the scroll button down for too long  it keeps going past the song you may have wanted to stop on .,"['another irriation', 'you', 'the scroll', 'it', 'the song', 'you']"
5192,creative,otherwise  this player is awesome !,['this player']
5193,creative,it has a clear blue light that allows you to see everything on the screen easily .,"['it', 'a clear blue light', 'that', 'you', 'everything', 'the screen']"
5194,creative,the volume range is great  so you can blast it if you want .,"['the volume range', 'you', 'it', 'you']"
5195,creative,overall  this player is awesome and i definately recommend it .,"['this player', 'i', 'it']"
5196,creative,naturally i did quite a bit of review before purchasing ( i recomend www.nomadness.net )  and price-wise zens are unbeatable .,"['i', 'quite a bit', 'review', 'i', 'www.nomadness.net', 'price-wise zens']"
5197,creative,compared to other leading hdd mp3 players  the value per gb is the tops .,"['other leading hdd', 'players', 'the value', 'gb', 'the tops']"
5198,creative,- price : see above .,[]
5199,creative,- sound quality : excellent  everything you would expect from this company .,"['- sound quality', 'excellent  everything', 'you', 'this company']"
5200,creative,it took me about 5 minutes before i had mastered the controls .,"['it', 'me', 'i', 'the controls']"
5201,creative,- uploading music is quick and easy .,['- uploading music']
5202,creative,although the supplied software can be annoying at times  on whole it is excellent .,"['the supplied software', 'times', 'it']"
5203,creative,i have uploaded about 3000 songs now with very minimal difficulty . ( it s fast too ! ),"['i', 'about 3000 songs', 'very minimal difficulty', 'it']"
5204,creative,btw  be sure to have your mp3 tags labled correctly  as this will ensure a great organization .,"['your mp3 tags', 'this', 'a great organization']"
5205,creative,as often mentioned  the scroll tab is average  however  not difficult to use or horrible .,['the scroll tab']
5206,creative,structurally  everything is secure and it wo nt fall apart on you .,"['everything', 'it', 'you']"
5207,creative,the screen is large  defined  and easy to read  and the silver unit is naturally cool .,"['the screen', 'the silver unit']"
5208,creative,there are lots of interesting features included such as eax  and customization .,"['lots', 'interesting features', 'eax', 'customization']"
5209,creative,- the replacable battery is great since once it eventually wears out ( as all lithium batteries do )  you will be able to buy another easily .,"['the replacable battery', 'it', 'all lithium batteries', 'you', 'another']"
5210,creative,ipod users have to send theirs back and pay $ 100 for a replacement .,"['ipod users', 'theirs', 'a replacement']"
5211,creative,also  the nomad s 14 hours of battery life versus 8 is handy .,"['also  the nomad s 14 hours', 'battery life']"
5212,creative,- equipment included is average  but that is nt a big deal since thats not what you are buying it for .,"['- equipment', 'that', 'a big deal', 'that', 'what', 'you', 'it']"
5213,creative,the case is strong and stylish  but unfortunately lacks a window ( now a big deal ) .,"['the case', 'a window']"
5214,creative,the headphone earbuds are average  so just use your regular pair instead .,"['the headphone earbuds', 'your regular pair']"
5215,creative,conclusion :,['conclusion']
5216,creative,this player is an ideal purchase .,"['this player', 'an ideal purchase']"
5217,creative,there is nt need to get in details again  but just remember it rocks because : price  sound  ease of use  and features .,"['need', 'details', 'it', 'price  sound  ease', 'use', 'features']"
5218,creative,i would recogmend this player to anyone i know  and you will not be dissapointed .,"['i', 'this player', 'anyone', 'i', 'you']"
5219,creative,the nomad jukebox zen xtra is a very good mp3 player but the software is it gets hurt .,"['the nomad jukebox zen xtra', 'a very good mp3 player', 'the software', 'it']"
5220,creative,i have no problem using the player itself and i feel it is a very good player .,"['i', 'no problem', 'the player', 'itself', 'i', 'it', 'a very good player']"
5221,creative,on my main computer the software did not work right .,"['my main computer', 'the software']"
5222,creative,i had to sit on the phone with customer support for 2 hours and they did not help at all .,"['i', 'the phone', 'customer support', '2 hours', 'they']"
5223,creative,i eventually gave up with customer support and worked on fixing the problem myself .,"['i', 'customer support', 'the problem']"
5224,creative,i have the software working fine now and the mp3 player is fantastic .,"['i', 'the software', 'the mp3 player']"
5225,creative,it seems that depending on the system the software might not work or might work  because it works on all the other computers i have .,"['it', 'the system', 'the software', 'it', 'all the other computers', 'i']"
5226,creative,so once i worked out the problem with the software this mp3 player is worth the money it cost .,"['i', 'the problem', 'the software', 'this mp3 player', 'it']"
5227,creative,first there s the unit itself .,"['the unit', 'itself']"
5228,creative,the zx boasts superior sound quality than the ipod  however it compromises a bit of the unit s size in doing so .,"['the zx', 'superior sound quality', 'the ipod', 'it', 'a bit', 'the unit s size']"
5229,creative,the lcd is larger than the previous model  the nx  and has a bright blue backlight which illuminates the screen more successfully than the nx s green backlight did .,"['the lcd', 'the previous model', 'the nx', 'a bright blue backlight', 'which', 'the screen', 'the nx s green backlight']"
5230,creative,the scroll wheel is easy to use and works great for me  however many have complained that the wheel is cumbersome and difficult to operate .,"['the scroll wheel', 'me', 'the wheel']"
5231,creative,the sound is excellent as one would suspect from a creative product .,"['the sound', 'one', 'a creative product']"
5232,creative,the included eax support is useful at times  especially when you listen to a variety of genres  as it will adjust the equalizer for you which can be a big hassle .,"['the included eax support', 'times', 'you', 'a variety', 'genres', 'it', 'the equalizer', 'you', 'which', 'a big hassle']"
5233,creative,the environmental audio  however  is almost completely useless and has made most of my songs sound worse than without it ( i encode my songs at 192-256 kbps without variable bit rates . ),"['the environmental audio', 'my songs', 'it', 'i', 'my songs', '192-256 kbps', 'variable bit rates']"
